,wave,gender,age,age_o,d_age,samerace,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,guess_prob_liked,met,decision,decision_o,match
7983,21.0,1,23.0,26.0,3.0,0,5.0,6.0,25.0,25.0,25.0,12.0,3.0,10.0,8.0,7.0,6.0,7.0,6.0,23.0,14.0,19.0,16.0,10.0,18.0,6.0,7.0,6.0,7.0,5.0,8.0,7.0,7.0,8.0,6.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,0.24,6.0,6.0,6.0,0.0,1,0,0
7984,21.0,1,23.0,23.0,0.0,0,5.0,6.0,20.0,10.0,10.0,30.0,15.0,15.0,6.0,4.0,6.0,6.0,5.0,23.0,14.0,19.0,16.0,10.0,18.0,6.0,7.0,6.0,7.0,5.0,7.0,7.0,8.0,7.0,6.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,0.24,6.0,6.0,6.0,0.0,1,1,1
7986,21.0,1,23.0,23.0,0.0,1,5.0,6.0,20.0,20.0,20.0,20.0,5.0,15.0,6.0,6.0,6.0,6.0,6.0,23.0,14.0,19.0,16.0,10.0,18.0,6.0,7.0,6.0,7.0,5.0,8.0,8.0,7.0,7.0,7.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,0.52,6.0,8.0,7.0,0.0,1,1,1
7987,21.0,1,23.0,23.0,0.0,1,5.0,6.0,20.0,20.0,20.0,15.0,5.0,20.0,9.0,8.0,7.0,8.0,3.0,23.0,14.0,19.0,16.0,10.0,18.0,6.0,7.0,6.0,7.0,5.0,6.0,8.0,7.0,6.0,9.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,0.38,6.0,6.0,6.0,0.0,0,1,0
7988,21.0,1,23.0,23.0,0.0,1,5.0,6.0,20.0,20.0,20.0,15.0,10.0,15.0,7.0,6.0,8.0,8.0,8.0,23.0,14.0,19.0,16.0,10.0,18.0,6.0,7.0,6.0,7.0,5.0,9.0,8.0,8.0,8.0,7.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,-0.19,6.0,9.0,8.0,0.0,1,1,1
7989,21.0,1,23.0,27.0,4.0,0,5.0,6.0,58.0,5.0,8.0,10.0,7.0,12.0,10.0,10.0,10.0,9.0,5.0,23.0,14.0,19.0,16.0,10.0,18.0,6.0,7.0,6.0,7.0,5.0,9.0,7.0,9.0,8.0,8.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,0.46,6.0,10.0,10.0,1.0,1,1,1
7990,21.0,1,23.0,30.0,7.0,0,5.0,6.0,15.0,20.0,20.0,20.0,5.0,10.0,2.0,4.0,8.0,6.0,8.0,23.0,14.0,19.0,16.0,10.0,18.0,6.0,7.0,6.0,7.0,5.0,8.0,8.0,8.0,7.0,7.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,0.18,6.0,8.0,8.0,0.0,1,0,0
7992,21.0,1,23.0,26.0,3.0,1,5.0,6.0,40.0,5.0,30.0,15.0,5.0,5.0,4.0,4.0,8.0,4.0,8.0,23.0,14.0,19.0,16.0,10.0,18.0,6.0,7.0,6.0,7.0,5.0,7.0,8.0,7.0,6.0,7.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,-0.04,6.0,6.0,7.0,0.0,1,0,0
7993,21.0,1,23.0,28.0,5.0,0,5.0,6.0,25.0,15.0,25.0,15.0,10.0,10.0,5.0,6.0,6.0,4.0,6.0,23.0,14.0,19.0,16.0,10.0,18.0,6.0,7.0,6.0,7.0,5.0,5.0,6.0,7.0,5.0,8.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,0.15,6.0,5.0,5.0,0.0,0,1,0
7994,21.0,1,23.0,26.0,3.0,1,5.0,6.0,10.0,30.0,20.0,15.0,15.0,10.0,8.0,8.0,9.0,9.0,9.0,23.0,14.0,19.0,16.0,10.0,18.0,6.0,7.0,6.0,7.0,5.0,6.0,7.0,7.0,5.0,7.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,-0.18,6.0,6.0,7.0,0.0,1,1,1
7995,21.0,1,23.0,22.0,1.0,1,5.0,6.0,10.0,20.0,15.0,20.0,15.0,20.0,8.0,9.0,9.0,8.0,6.0,23.0,14.0,19.0,16.0,10.0,18.0,6.0,7.0,6.0,7.0,5.0,7.0,7.0,7.0,7.0,6.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,0.46,6.0,7.0,5.0,0.0,1,0,0
7996,21.0,1,23.0,27.0,4.0,0,5.0,6.0,10.0,25.0,20.0,20.0,5.0,20.0,2.0,3.0,10.0,4.0,7.0,23.0,14.0,19.0,16.0,10.0,18.0,6.0,7.0,6.0,7.0,5.0,6.0,5.0,6.0,7.0,6.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,0.52,6.0,5.0,3.0,0.0,0,1,0
7997,21.0,1,23.0,25.0,2.0,0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,7.0,9.0,8.0,9.0,7.0,23.0,14.0,19.0,16.0,10.0,18.0,6.0,7.0,6.0,7.0,5.0,7.0,8.0,7.0,7.0,6.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,0.3,6.0,7.0,6.0,0.0,1,1,1
7998,21.0,1,23.0,24.0,1.0,1,5.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0,7.0,5.0,9.0,9.0,8.0,23.0,14.0,19.0,16.0,10.0,18.0,6.0,7.0,6.0,7.0,5.0,6.0,8.0,6.0,7.0,6.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,0.26,6.0,6.0,5.0,0.0,0,1,0
7999,21.0,1,23.0,26.0,3.0,0,5.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0,6.0,3.0,9.0,5.0,9.0,23.0,14.0,19.0,16.0,10.0,18.0,6.0,7.0,6.0,7.0,5.0,5.0,7.0,5.0,7.0,6.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,0.62,6.0,5.0,3.0,0.0,0,1,0
8000,21.0,1,23.0,24.0,1.0,0,5.0,6.0,50.0,20.0,10.0,5.0,10.0,5.0,7.0,7.0,9.0,7.0,8.0,23.0,14.0,19.0,16.0,10.0,18.0,6.0,7.0,6.0,7.0,5.0,5.0,7.0,6.0,6.0,7.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,0.35,6.0,5.0,3.0,0.0,0,0,0
8004,21.0,1,29.0,28.0,1.0,0,1.0,1.0,10.0,20.0,30.0,10.0,10.0,20.0,5.0,5.0,5.0,5.0,5.0,30.0,20.0,20.0,20.0,10.0,0.0,7.0,8.0,8.0,8.0,8.0,6.0,7.0,6.0,4.0,8.0,7.0,3.0,5.0,8.0,7.0,7.0,3.0,2.0,7.0,8.0,6.0,4.0,9.0,7.0,9.0,7.0,1.0,0.84,8.0,6.0,4.0,0.0,0,1,0
8005,21.0,1,29.0,26.0,3.0,0,1.0,1.0,25.0,25.0,25.0,12.0,3.0,10.0,9.0,7.0,9.0,9.0,7.0,30.0,20.0,20.0,20.0,10.0,0.0,7.0,8.0,8.0,8.0,8.0,10.0,8.0,9.0,9.0,9.0,7.0,3.0,5.0,8.0,7.0,7.0,3.0,2.0,7.0,8.0,6.0,4.0,9.0,7.0,9.0,7.0,1.0,0.36,8.0,9.0,5.0,0.0,1,1,1
8006,21.0,1,29.0,23.0,6.0,0,1.0,1.0,20.0,10.0,10.0,30.0,15.0,15.0,7.0,6.0,6.0,7.0,6.0,30.0,20.0,20.0,20.0,10.0,0.0,7.0,8.0,8.0,8.0,8.0,9.0,7.0,8.0,4.0,8.0,7.0,3.0,5.0,8.0,7.0,7.0,3.0,2.0,7.0,8.0,6.0,4.0,9.0,7.0,9.0,7.0,1.0,0.52,8.0,4.0,3.0,0.0,0,0,0
8008,21.0,1,29.0,23.0,6.0,1,1.0,1.0,20.0,20.0,20.0,20.0,5.0,15.0,4.0,5.0,5.0,5.0,5.0,30.0,20.0,20.0,20.0,10.0,0.0,7.0,8.0,8.0,8.0,8.0,8.0,3.0,6.0,7.0,6.0,7.0,3.0,5.0,8.0,7.0,7.0,3.0,2.0,7.0,8.0,6.0,4.0,9.0,7.0,9.0,7.0,1.0,0.66,8.0,4.0,2.0,0.0,0,0,0
8009,21.0,1,29.0,23.0,6.0,1,1.0,1.0,20.0,20.0,20.0,15.0,5.0,20.0,10.0,10.0,7.0,8.0,5.0,30.0,20.0,20.0,20.0,10.0,0.0,7.0,8.0,8.0,8.0,8.0,2.0,5.0,4.0,1.0,4.0,7.0,3.0,5.0,8.0,7.0,7.0,3.0,2.0,7.0,8.0,6.0,4.0,9.0,7.0,9.0,7.0,1.0,0.55,8.0,1.0,3.0,0.0,0,1,0
8010,21.0,1,29.0,23.0,6.0,1,1.0,1.0,20.0,20.0,20.0,15.0,10.0,15.0,7.0,5.0,6.0,8.0,7.0,30.0,20.0,20.0,20.0,10.0,0.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,8.0,7.0,7.0,3.0,5.0,8.0,7.0,7.0,3.0,2.0,7.0,8.0,6.0,4.0,9.0,7.0,9.0,7.0,1.0,0.32,8.0,5.0,3.0,0.0,0,0,0
8011,21.0,1,29.0,27.0,2.0,0,1.0,1.0,58.0,5.0,8.0,10.0,7.0,12.0,8.0,8.0,8.0,8.0,8.0,30.0,20.0,20.0,20.0,10.0,0.0,7.0,8.0,8.0,8.0,8.0,10.0,8.0,9.0,9.0,9.0,7.0,3.0,5.0,8.0,7.0,7.0,3.0,2.0,7.0,8.0,6.0,4.0,9.0,7.0,9.0,7.0,1.0,0.44,8.0,9.0,6.0,0.0,1,1,1
8013,21.0,1,29.0,23.0,6.0,1,1.0,1.0,20.0,25.0,25.0,30.0,5.0,5.0,7.0,7.0,7.0,7.0,6.0,30.0,20.0,20.0,20.0,10.0,0.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,7.0,3.0,5.0,8.0,7.0,7.0,3.0,2.0,7.0,8.0,6.0,4.0,9.0,7.0,9.0,7.0,1.0,0.61,8.0,6.0,4.0,0.0,0,1,0
8016,21.0,1,29.0,26.0,3.0,1,1.0,1.0,10.0,30.0,20.0,15.0,15.0,10.0,8.0,8.0,8.0,8.0,8.0,30.0,20.0,20.0,20.0,10.0,0.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,7.0,3.0,5.0,8.0,7.0,7.0,3.0,2.0,7.0,8.0,6.0,4.0,9.0,7.0,9.0,7.0,1.0,-0.04,8.0,6.0,4.0,0.0,0,1,0
8017,21.0,1,29.0,22.0,7.0,1,1.0,1.0,10.0,20.0,15.0,20.0,15.0,20.0,5.0,6.0,5.0,5.0,7.0,30.0,20.0,20.0,20.0,10.0,0.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,9.0,7.0,8.0,7.0,3.0,5.0,8.0,7.0,7.0,3.0,2.0,7.0,8.0,6.0,4.0,9.0,7.0,9.0,7.0,1.0,0.57,8.0,7.0,6.0,0.0,0,0,0
8018,21.0,1,29.0,27.0,2.0,0,1.0,1.0,10.0,25.0,20.0,20.0,5.0,20.0,6.0,7.0,7.0,7.0,9.0,30.0,20.0,20.0,20.0,10.0,0.0,7.0,8.0,8.0,8.0,8.0,4.0,8.0,7.0,6.0,6.0,7.0,3.0,5.0,8.0,7.0,7.0,3.0,2.0,7.0,8.0,6.0,4.0,9.0,7.0,9.0,7.0,1.0,0.49,8.0,3.0,5.0,0.0,0,1,0
8019,21.0,1,29.0,25.0,4.0,0,1.0,1.0,15.0,20.0,25.0,20.0,10.0,10.0,7.0,8.0,7.0,7.0,7.0,30.0,20.0,20.0,20.0,10.0,0.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,7.0,3.0,5.0,8.0,7.0,7.0,3.0,2.0,7.0,8.0,6.0,4.0,9.0,7.0,9.0,7.0,1.0,0.51,8.0,8.0,6.0,0.0,1,1,1
8020,21.0,1,29.0,24.0,5.0,1,1.0,1.0,10.0,15.0,30.0,20.0,15.0,10.0,7.0,7.0,7.0,6.0,7.0,30.0,20.0,20.0,20.0,10.0,0.0,7.0,8.0,8.0,8.0,8.0,5.0,8.0,6.0,6.0,7.0,7.0,3.0,5.0,8.0,7.0,7.0,3.0,2.0,7.0,8.0,6.0,4.0,9.0,7.0,9.0,7.0,1.0,0.52,8.0,3.0,4.0,0.0,0,0,0
8021,21.0,1,29.0,26.0,3.0,0,1.0,1.0,10.0,10.0,30.0,20.0,10.0,15.0,7.0,3.0,6.0,5.0,6.0,30.0,20.0,20.0,20.0,10.0,0.0,7.0,8.0,8.0,8.0,8.0,4.0,8.0,4.0,5.0,5.0,7.0,3.0,5.0,8.0,7.0,7.0,3.0,2.0,7.0,8.0,6.0,4.0,9.0,7.0,9.0,7.0,1.0,0.41,8.0,2.0,4.0,0.0,0,1,0
8022,21.0,1,29.0,24.0,5.0,0,1.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0,7.0,7.0,7.0,7.0,7.0,30.0,20.0,20.0,20.0,10.0,0.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,4.0,7.0,7.0,3.0,5.0,8.0,7.0,7.0,3.0,2.0,7.0,8.0,6.0,4.0,9.0,7.0,9.0,7.0,1.0,0.56,8.0,5.0,3.0,0.0,0,0,0
8024,21.0,1,29.0,22.0,7.0,0,1.0,1.0,10.0,25.0,25.0,10.0,10.0,20.0,5.0,4.0,6.0,6.0,5.0,30.0,20.0,20.0,20.0,10.0,0.0,7.0,8.0,8.0,8.0,8.0,6.0,9.0,9.0,6.0,8.0,7.0,3.0,5.0,8.0,7.0,7.0,3.0,2.0,7.0,8.0,6.0,4.0,9.0,7.0,9.0,7.0,1.0,0.27,8.0,3.0,6.0,0.0,0,0,0
8025,21.0,1,29.0,22.0,7.0,0,1.0,1.0,20.0,20.0,10.0,15.0,5.0,30.0,9.0,8.0,7.0,8.0,8.0,30.0,20.0,20.0,20.0,10.0,0.0,7.0,8.0,8.0,8.0,8.0,4.0,9.0,8.0,4.0,8.0,7.0,3.0,5.0,8.0,7.0,7.0,3.0,2.0,7.0,8.0,6.0,4.0,9.0,7.0,9.0,7.0,1.0,-0.01,8.0,2.0,4.0,0.0,0,1,0
8028,21.0,1,22.0,23.0,1.0,1,7.0,1.0,20.0,10.0,10.0,30.0,15.0,15.0,4.0,4.0,7.0,5.0,3.0,20.0,5.0,25.0,25.0,5.0,20.0,7.0,9.0,9.0,9.0,7.0,5.0,7.0,8.0,4.0,6.0,6.0,6.0,7.0,10.0,8.0,8.0,3.0,3.0,6.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,1.0,0.36,7.0,5.0,1.0,0.0,0,1,0
8031,21.0,1,22.0,23.0,1.0,0,7.0,1.0,20.0,20.0,20.0,15.0,5.0,20.0,9.0,7.0,6.0,6.0,6.0,20.0,5.0,25.0,25.0,5.0,20.0,7.0,9.0,9.0,9.0,7.0,6.0,8.0,7.0,4.0,5.0,6.0,6.0,7.0,10.0,8.0,8.0,3.0,3.0,6.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,1.0,0.81,7.0,7.0,1.0,0.0,0,0,0
8033,21.0,1,22.0,27.0,5.0,1,7.0,1.0,58.0,5.0,8.0,10.0,7.0,12.0,7.0,8.0,8.0,7.0,8.0,20.0,5.0,25.0,25.0,5.0,20.0,7.0,9.0,9.0,9.0,7.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,7.0,10.0,8.0,8.0,3.0,3.0,6.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,1.0,0.62,7.0,7.0,6.0,0.0,0,1,0
8034,21.0,1,22.0,30.0,8.0,0,7.0,1.0,15.0,20.0,20.0,20.0,5.0,10.0,5.0,4.0,6.0,5.0,4.0,20.0,5.0,25.0,25.0,5.0,20.0,7.0,9.0,9.0,9.0,7.0,7.0,8.0,7.0,8.0,7.0,6.0,6.0,7.0,10.0,8.0,8.0,3.0,3.0,6.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,1.0,0.56,7.0,6.0,1.0,0.0,0,0,0
8038,21.0,1,22.0,26.0,4.0,0,7.0,1.0,10.0,30.0,20.0,15.0,15.0,10.0,8.0,8.0,8.0,8.0,8.0,20.0,5.0,25.0,25.0,5.0,20.0,7.0,9.0,9.0,9.0,7.0,6.0,7.0,7.0,8.0,6.0,6.0,6.0,7.0,10.0,8.0,8.0,3.0,3.0,6.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,1.0,-0.06,7.0,7.0,4.0,0.0,0,1,0
8039,21.0,1,22.0,22.0,0.0,0,7.0,1.0,10.0,20.0,15.0,20.0,15.0,20.0,6.0,8.0,9.0,9.0,7.0,20.0,5.0,25.0,25.0,5.0,20.0,7.0,9.0,9.0,9.0,7.0,7.0,9.0,9.0,8.0,9.0,6.0,6.0,7.0,10.0,8.0,8.0,3.0,3.0,6.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,1.0,0.73,7.0,8.0,5.0,0.0,0,1,0
8040,21.0,1,22.0,27.0,5.0,1,7.0,1.0,10.0,25.0,20.0,20.0,5.0,20.0,4.0,2.0,6.0,4.0,6.0,20.0,5.0,25.0,25.0,5.0,20.0,7.0,9.0,9.0,9.0,7.0,4.0,8.0,8.0,4.0,5.0,6.0,6.0,7.0,10.0,8.0,8.0,3.0,3.0,6.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,1.0,0.14,7.0,4.0,7.0,0.0,0,0,0
8041,21.0,1,22.0,25.0,3.0,1,7.0,1.0,15.0,20.0,25.0,20.0,10.0,10.0,6.0,6.0,7.0,7.0,7.0,20.0,5.0,25.0,25.0,5.0,20.0,7.0,9.0,9.0,9.0,7.0,7.0,9.0,9.0,9.0,9.0,6.0,6.0,7.0,10.0,8.0,8.0,3.0,3.0,6.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,1.0,0.48,7.0,8.0,6.0,0.0,0,1,0
8042,21.0,1,22.0,24.0,2.0,0,7.0,1.0,10.0,15.0,30.0,20.0,15.0,10.0,8.0,8.0,8.0,8.0,9.0,20.0,5.0,25.0,25.0,5.0,20.0,7.0,9.0,9.0,9.0,7.0,5.0,8.0,7.0,8.0,5.0,6.0,6.0,7.0,10.0,8.0,8.0,3.0,3.0,6.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,1.0,0.78,7.0,7.0,1.0,0.0,0,1,0
8043,21.0,1,22.0,26.0,4.0,0,7.0,1.0,10.0,10.0,30.0,20.0,10.0,15.0,4.0,5.0,7.0,8.0,6.0,20.0,5.0,25.0,25.0,5.0,20.0,7.0,9.0,9.0,9.0,7.0,6.0,8.0,7.0,8.0,4.0,6.0,6.0,7.0,10.0,8.0,8.0,3.0,3.0,6.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,1.0,0.39,7.0,7.0,1.0,0.0,0,0,0
8044,21.0,1,22.0,24.0,2.0,0,7.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0,5.0,5.0,8.0,6.0,8.0,20.0,5.0,25.0,25.0,5.0,20.0,7.0,9.0,9.0,9.0,7.0,5.0,7.0,7.0,7.0,4.0,6.0,6.0,7.0,10.0,8.0,8.0,3.0,3.0,6.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,1.0,0.62,7.0,6.0,1.0,0.0,0,0,0
8046,21.0,1,22.0,22.0,0.0,1,7.0,1.0,10.0,25.0,25.0,10.0,10.0,20.0,6.0,5.0,6.0,5.0,6.0,20.0,5.0,25.0,25.0,5.0,20.0,7.0,9.0,9.0,9.0,7.0,4.0,8.0,8.0,4.0,5.0,6.0,6.0,7.0,10.0,8.0,8.0,3.0,3.0,6.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,1.0,0.22,7.0,4.0,4.0,0.0,0,1,0
8047,21.0,1,22.0,22.0,0.0,1,7.0,1.0,20.0,20.0,10.0,15.0,5.0,30.0,7.0,8.0,7.0,8.0,8.0,20.0,5.0,25.0,25.0,5.0,20.0,7.0,9.0,9.0,9.0,7.0,4.0,7.0,6.0,4.0,4.0,6.0,6.0,7.0,10.0,8.0,8.0,3.0,3.0,6.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,1.0,0.1,7.0,5.0,4.0,0.0,0,1,0
8048,21.0,1,32.0,28.0,4.0,0,1.0,1.0,10.0,20.0,30.0,10.0,10.0,20.0,6.0,5.0,6.0,7.0,7.0,50.0,0.0,10.0,30.0,0.0,10.0,7.0,8.0,9.0,8.0,8.0,7.0,7.0,9.0,8.0,7.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,5.0,4.0,6.0,3.0,6.0,6.0,6.0,0.36,6.0,8.0,10.0,0.0,1,1,1
8050,21.0,1,32.0,23.0,9.0,0,1.0,1.0,20.0,10.0,10.0,30.0,15.0,15.0,4.0,3.0,5.0,4.0,2.0,50.0,0.0,10.0,30.0,0.0,10.0,7.0,8.0,9.0,8.0,8.0,5.0,7.0,7.0,5.0,6.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,5.0,4.0,6.0,3.0,6.0,6.0,6.0,0.02,6.0,5.0,3.0,0.0,0,0,0
8054,21.0,1,32.0,23.0,9.0,1,1.0,1.0,20.0,20.0,20.0,15.0,10.0,15.0,4.0,5.0,8.0,8.0,8.0,50.0,0.0,10.0,30.0,0.0,10.0,7.0,8.0,9.0,8.0,8.0,5.0,4.0,7.0,4.0,7.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,5.0,4.0,6.0,3.0,6.0,6.0,6.0,-0.08,6.0,4.0,3.0,0.0,0,0,0
8055,21.0,1,32.0,27.0,5.0,0,1.0,1.0,58.0,5.0,8.0,10.0,7.0,12.0,6.0,8.0,7.0,8.0,7.0,50.0,0.0,10.0,30.0,0.0,10.0,7.0,8.0,9.0,8.0,8.0,6.0,3.0,5.0,6.0,5.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,5.0,4.0,6.0,3.0,6.0,6.0,6.0,0.09,6.0,5.0,4.0,0.0,0,1,0
8056,21.0,1,32.0,30.0,2.0,0,1.0,1.0,15.0,20.0,20.0,20.0,5.0,10.0,6.0,7.0,7.0,7.0,8.0,50.0,0.0,10.0,30.0,0.0,10.0,7.0,8.0,9.0,8.0,8.0,3.0,4.0,5.0,4.0,5.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,5.0,4.0,6.0,3.0,6.0,6.0,6.0,0.27,6.0,5.0,5.0,0.0,0,1,0
8060,21.0,1,32.0,26.0,6.0,1,1.0,1.0,10.0,30.0,20.0,15.0,15.0,10.0,8.0,9.0,9.0,10.0,10.0,50.0,0.0,10.0,30.0,0.0,10.0,7.0,8.0,9.0,8.0,8.0,7.0,7.0,6.0,6.0,6.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,5.0,4.0,6.0,3.0,6.0,6.0,6.0,0.33,6.0,6.0,6.0,0.0,1,1,1
8062,21.0,1,32.0,27.0,5.0,0,1.0,1.0,10.0,25.0,20.0,20.0,5.0,20.0,5.0,1.0,6.0,8.0,2.0,50.0,0.0,10.0,30.0,0.0,10.0,7.0,8.0,9.0,8.0,8.0,4.0,6.0,5.0,6.0,5.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,5.0,4.0,6.0,3.0,6.0,6.0,6.0,0.39,6.0,6.0,9.0,0.0,0,1,0
8063,21.0,1,32.0,25.0,7.0,0,1.0,1.0,15.0,20.0,25.0,20.0,10.0,10.0,4.0,9.0,9.0,7.0,8.0,50.0,0.0,10.0,30.0,0.0,10.0,7.0,8.0,9.0,8.0,8.0,7.0,7.0,6.0,7.0,6.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,5.0,4.0,6.0,3.0,6.0,6.0,6.0,0.37,6.0,6.0,6.0,0.0,1,1,1
8064,21.0,1,32.0,24.0,8.0,1,1.0,1.0,10.0,15.0,30.0,20.0,15.0,10.0,7.0,7.0,8.0,9.0,8.0,50.0,0.0,10.0,30.0,0.0,10.0,7.0,8.0,9.0,8.0,8.0,3.0,5.0,7.0,5.0,5.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,5.0,4.0,6.0,3.0,6.0,6.0,6.0,-0.06,6.0,5.0,5.0,0.0,0,1,0
8065,21.0,1,32.0,26.0,6.0,0,1.0,1.0,10.0,10.0,30.0,20.0,10.0,15.0,5.0,7.0,9.0,9.0,9.0,50.0,0.0,10.0,30.0,0.0,10.0,7.0,8.0,9.0,8.0,8.0,3.0,6.0,5.0,6.0,5.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,5.0,4.0,6.0,3.0,6.0,6.0,6.0,0.2,6.0,4.0,6.0,0.0,0,1,0
8066,21.0,1,32.0,24.0,8.0,0,1.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0,6.0,6.0,8.0,9.0,8.0,50.0,0.0,10.0,30.0,0.0,10.0,7.0,8.0,9.0,8.0,8.0,4.0,4.0,5.0,3.0,4.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,5.0,4.0,6.0,3.0,6.0,6.0,6.0,-0.3,6.0,4.0,3.0,0.0,0,0,0
8068,21.0,1,32.0,22.0,10.0,0,1.0,1.0,10.0,25.0,25.0,10.0,10.0,20.0,6.0,7.0,7.0,5.0,5.0,50.0,0.0,10.0,30.0,0.0,10.0,7.0,8.0,9.0,8.0,8.0,3.0,8.0,6.0,5.0,5.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,5.0,4.0,6.0,3.0,6.0,6.0,6.0,0.27,6.0,6.0,2.0,1.0,0,0,0
